property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate,reviewed_price,reviewed_listing_intent,reviewer_notes,include_in_reviewed_training
propmarket-R1EHwI39jo3u1vRoZT8zr,propmarket,"4 Bedrooms, House",4 Fully fitted bedrooms with master ensuite.\nseparate bathroom\nfitted kitchen\nlounge\ndining\ngarage\nspace for extension \nideal for both office and residential,"Thepa ena ya mofuta wa house e fumaneha Lower Thetsane, Maseru. E na le dikamore tse 4 le dibate tse 1 mme e fumaneha ka theko ya M 3,400,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3400000,LSL,Maseru,"Lower Thetsane, Maseru",House,4,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/R1EHwI39jo3u1vRoZT8zr,Good,Contemporary,Suburban,"""[\""garage\"", \""office-ready\""]""",sale,4,Lesotho,Maseru,text_match,Lower Thetsane,residential,House,4,test,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-4Jzf7HXyRaHeAHAkf22QO,propmarket,"3 Bedrooms, House","3 bedroom house in Lithabaneng, 2 bathrooms","Thepa ena ya mofuta wa house e fumaneha Lithabaneng, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1200000,LSL,Maseru,"Lithabaneng, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4Jzf7HXyRaHeAHAkf22QO\\\\image_1.jpg\""]""",https://www.propmarket.co.ls/properties/4Jzf7HXyRaHeAHAkf22QO,Good,Traditional,Suburban,"""[]""",sale,1,Lesotho,Maseru,text_match,Lithabaneng,residential,House,3,train,,True,True,,,,True
propmarket-N1X4WI2f98bpGHq_NFisR,propmarket,"3 Bedrooms, House","This is a double story, three roomed house at Ha Pena pena opposite Green City .It is fully fitted at 2m. It has a very tight security.","Thepa ena ya mofuta wa house e fumaneha Matebeleng (ha Penapena), Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 2,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2000000,LSL,Maseru,"Matebeleng (ha Penapena), Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/N1X4WI2f98bpGHq_NFisR,Good,Traditional,Urban,"""[\""security\""]""",sale,4,Lesotho,Maseru,text_match,Matebeleng (ha Penapena),residential,House,3,train,,True,True,,,,True
propmarket-XG8eL6O2ivKvbk3Mo9gPE,propmarket,"4 Bedrooms, House","This house is in Maseru Happy Villa and under\nconstruction, has 4 bedrooms with 4 ensuites and built-in closet. It also has open Lounge, Dinning room, kitchen and Sculler, one office or study room, a gym, double garage, guest toilet, a storeroom, a toilet for housemate, concrete patio, Swarland, aluminium windows and doors and wooden doors..floor area is 457sm.....at a total price of 6.35m","Thepa ena ya mofuta wa house e fumaneha Happy Villa, Maseru. E na le dikamore tse 4 le dibate tse 4 mme e fumaneha ka theko ya M 6,350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",6350000,LSL,Maseru,"Happy Villa, Maseru",House,4,4,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-XG8eL6O2ivKvbk3Mo9gPE\\\\image_1.jpg\""]""",https://www.propmarket.co.ls/properties/XG8eL6O2ivKvbk3Mo9gPE,Good,Contemporary,Suburban,"""[\""garage\"", \""office-ready\""]""",sale,1,Lesotho,Maseru,text_match,Happy Villa,residential,House,4,train,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-cLapWASFVCs_QIY5vAVMY,propmarket,"3 Bedrooms, House",3 bedrooms \nTshifalimali \n5 minutes from tar road,"Thepa ena ya mofuta wa house e fumaneha Hlotse, Leribe. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 950,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",950000,LSL,Leribe,"Hlotse, Leribe",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cLapWASFVCs_QIY5vAVMY\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cLapWASFVCs_QIY5vAVMY\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cLapWASFVCs_QIY5vAVMY\\\\image_3.jpg\""]""",https://www.propmarket.co.ls/properties/cLapWASFVCs_QIY5vAVMY,Good,Traditional,Urban,"""[\""road access\"", \""tar road\""]""",sale,3,Lesotho,Leribe,text_match,Hlotse,residential,House,3,train,,True,True,,,,True
propmarket-N_p5Bxk0pWrJ0ZwkMnuiG,propmarket,"3 Bedrooms, House",Good news 🌞\nA BEAUTIFUL HOUSE is For Sale masowe 4. Listed at 3.5M. \n3bedroomed (1 masterbedroom with ensuite)\n2 bathrooms\nPrivate toilet\nLounge\nPrivate lounge\nBuilt-in Kitchen\nFitted bedroom\nScullery\nDouble garage\nAutomated gate\nG4S security system\n19x 40 site\nGood neighbourhood \n3min from the road(Masowe 4) call: 69441833/58815922,"Thepa ena ya mofuta wa house e fumaneha Masowe Iii, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 3,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3500000,LSL,Maseru,"Masowe Iii, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/N_p5Bxk0pWrJ0ZwkMnuiG,New,Traditional,Suburban,"""[\""garage\"", \""road access\"", \""security\""]""",sale,4,Lesotho,Maseru,text_match,Masowe Iii,residential,House,3,train,,True,True,,,,True
propmarket-cMZbiTkolMW4BED2Igjd2,propmarket,"3 Bedrooms, House","A finished house for sale at Ha Matala Phase 2, Maseru along the tarred road sitting on 546 square meter, plot 3 bedrooms all fitted with cupboards, 2 bathrooms with master bedroom ensuite, guest toilet, kitchen, dining room, and lounge open plan, double garage, with automated doors, a detached laundry, servants quarters with toilet,2 gates of which 1 is automated, yard surroundings, paved.","Thepa ena ya mofuta wa house e fumaneha Ha Matala, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 2,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2500000,LSL,Maseru,"Ha Matala, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cMZbiTkolMW4BED2Igjd2\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cMZbiTkolMW4BED2Igjd2\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cMZbiTkolMW4BED2Igjd2\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cMZbiTkolMW4BED2Igjd2\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/cMZbiTkolMW4BED2Igjd2,Good,Family,Garden,"""[\""garage\"", \""yard\"", \""road access\"", \""tar road\""]""",sale,4,Lesotho,Maseru,text_match,Ha Matala,residential,House,3,train,,True,True,,,,True
propmarket-tlOHVm7MK5jPwM8GrnZzU,propmarket,"2 Bedrooms, House","This beautiful house has 2 bedrooms, it is in Green City Maseru.. It is well furnished and fitted.","Thepa ena ya mofuta wa house e fumaneha Matebeleng (ha Penapena), Maseru. E na le dikamore tse 2 le dibate tse 2 mme e fumaneha ka theko ya M 1,250,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1250000,LSL,Maseru,"Matebeleng (ha Penapena), Maseru",House,2,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tlOHVm7MK5jPwM8GrnZzU\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tlOHVm7MK5jPwM8GrnZzU\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tlOHVm7MK5jPwM8GrnZzU\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tlOHVm7MK5jPwM8GrnZzU\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tlOHVm7MK5jPwM8GrnZzU\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/tlOHVm7MK5jPwM8GrnZzU,Good,Traditional,Urban,"""[\""furnished\""]""",sale,5,Lesotho,Maseru,text_match,Matebeleng (ha Penapena),residential,House,2,train,,True,True,,,,True
propmarket-TAauZyw_XaAMTcDGOCVox,propmarket,"3 Bedrooms, House",This well fitted and furnished house is at Green City Maseru at just 2.2m.,"Thepa ena ya mofuta wa house e fumaneha Matebeleng (ha Penapena), Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 2,200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2200000,LSL,Maseru,"Matebeleng (ha Penapena), Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-TAauZyw_XaAMTcDGOCVox\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-TAauZyw_XaAMTcDGOCVox\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-TAauZyw_XaAMTcDGOCVox\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-TAauZyw_XaAMTcDGOCVox\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-TAauZyw_XaAMTcDGOCVox\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/TAauZyw_XaAMTcDGOCVox,Good,Traditional,Urban,"""[\""furnished\""]""",sale,5,Lesotho,Maseru,text_match,Matebeleng (ha Penapena),residential,House,3,train,,True,True,,,,True
propmarket-yDtmjWG-Q-xKbELGv4J8E,propmarket,"3 Bedrooms, House","This beautiful 8room house is at Masianokeng Lower Motloheloa, it has a lease. It has 3 bedrooms, 2 bathrooms 1 ensuite with walk-in closet, fitted kitchen, lounge with fireplace, double garage, house area(234sqm), the site area being 1115sqm.. it is 5 min from the main road.","Thepa ena ya mofuta wa house e fumaneha Ha Motloheloa, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,330,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1330000,LSL,Maseru,"Ha Motloheloa, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-yDtmjWG-Q-xKbELGv4J8E\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-yDtmjWG-Q-xKbELGv4J8E\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-yDtmjWG-Q-xKbELGv4J8E\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-yDtmjWG-Q-xKbELGv4J8E\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-yDtmjWG-Q-xKbELGv4J8E\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/yDtmjWG-Q-xKbELGv4J8E,Good,Traditional,Suburban,"""[\""garage\"", \""road access\""]""",sale,5,Lesotho,Maseru,text_match,Ha Motloheloa,residential,House,3,test,,True,True,,,,True
propmarket-24W37YfaY3ZCq1jfnZaik,propmarket,"4 Bedrooms, House","This double storey property is located at Sea-Point, Maseru about 5min from the road.\n\nIt has a big leased site of 1,299sqm and 11 spacious rooms.\n\nIt may be appropriated for either residential and/or commercial purposes as deemed fitting by the new owner.","Thepa ena ya mofuta wa house e fumaneha Sea Point, Maseru. E na le dikamore tse 4 le dibate tse 3 mme e fumaneha ka theko ya M 2,300,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2300000,LSL,Maseru,"Sea Point, Maseru",House,4,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-24W37YfaY3ZCq1jfnZaik\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-24W37YfaY3ZCq1jfnZaik\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-24W37YfaY3ZCq1jfnZaik\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-24W37YfaY3ZCq1jfnZaik\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-24W37YfaY3ZCq1jfnZaik\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/24W37YfaY3ZCq1jfnZaik,New,Family,Suburban,"""[\""road access\""]""",sale,5,Lesotho,Maseru,text_match,Sea Point,residential,House,4,val,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-Tc6ZRjEuTnPYdBTEdSG6M,propmarket,"2 Bedrooms, House","Located at Koalabata, \nIt is a beautiful house 5 roomed house with big site of 22 by 30m. It has a very neat interior with a ceramic and laminate flooring, as well as a fitted bathroom.","Thepa ena ya mofuta wa house e fumaneha Koalabata, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 400,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",400000,LSL,Berea,"Koalabata, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/Tc6ZRjEuTnPYdBTEdSG6M,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Berea,text_match,Koalabata,residential,House,2,train,,True,True,,,,True
propmarket-8uq5URIlKh88PsVzl_XGq,propmarket,"8 Units, Malaene","we have this property in T.Y with a lease, electricity, toilet, ceiling, burglar doors and windows with the price 350k, and the price is negotiable..","Thepa ena ya mofuta wa house e fumaneha Teyateyaneng, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",350000,LSL,Berea,"Teyateyaneng, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8uq5URIlKh88PsVzl_XGq\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8uq5URIlKh88PsVzl_XGq\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8uq5URIlKh88PsVzl_XGq\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8uq5URIlKh88PsVzl_XGq\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/8uq5URIlKh88PsVzl_XGq,Good,Traditional,Urban,"""[\""electricity\""]""",sale,4,Lesotho,Berea,text_match,Teyateyaneng,residential,House,2,train,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-Ri6CHRmQ6lKLwrAgtmMQM,propmarket,"3 Bedrooms, House",Make this property useful by owning it.\n\n3 bedrooms in Masowe 2\n3 Bathrooms \nKitchen\nDining\nSitting room,"Thepa ena ya mofuta wa house e fumaneha Masowe Iii, Maseru. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 1,800,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1800000,LSL,Maseru,"Masowe Iii, Maseru",House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/Ri6CHRmQ6lKLwrAgtmMQM,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Maseru,text_match,Masowe Iii,residential,House,3,test,,True,True,,,,True
propmarket-xIf5GMbseSPtVlurr3EFE,propmarket,"3 Bedrooms, House","This house was recently built, it has 3 bedrooms fully fitted, a fully fitted kitchen, it is well fenced, with a gate, has a car port. at just 900k and the price is negotiable.","Thepa ena ya mofuta wa house e fumaneha Ha Tsolo, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 900,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",900000,LSL,Maseru,"Ha Tsolo, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-xIf5GMbseSPtVlurr3EFE\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-xIf5GMbseSPtVlurr3EFE\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-xIf5GMbseSPtVlurr3EFE\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-xIf5GMbseSPtVlurr3EFE\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-xIf5GMbseSPtVlurr3EFE\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/xIf5GMbseSPtVlurr3EFE,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Maseru,text_match,Ha Tsolo,residential,House,3,val,,True,True,,,,True
propmarket-YeJOdv1same7Be9Pfqx6y,propmarket,"2 Bedrooms, House","This house is in Khubetsoana, a 2 bedrom house with a fitted bathroom and kitchen at 600k..","Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 600,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",600000,LSL,Berea,"Khubetsoana, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/YeJOdv1same7Be9Pfqx6y,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Berea,text_match,Khubetsoana,residential,House,2,train,,True,True,,,,True
